,score_train,score_test
TMUS,0.05740920903387614,-0.11811339884804428
TPR,0.055472872270432294,-0.04278323438717413
TRGP,0.08108236938787206,-0.08685469658732803
TRMB,0.04593036612408252,0.026039971652761618
TROW,0.07154983348019661,-0.04777005641856058
TRV,0.0800877101615397,-0.017624946439126488
TSCO,0.053783938466836045,-0.040258706965539126
TSLA,0.06739052401528967,-0.056517148876915835
TSN,0.057689642364953664,-0.004571507424752319
TT,0.06779997193152643,0.007046432830028815
TTWO,0.0643561404670363,-0.0034608542710385937
TXN,0.07522716141441066,-0.04527676237401823
TXT,0.06348868139660535,-0.053767842032108604
TYL,0.04919305142984842,-0.01634291606155358
UAL,0.05385986498118778,-0.02821620341463338
UDR,0.07150814968044916,-0.08771568322562806
UHS,0.06061626940688969,-0.010624464246892451
ULTA,0.07385270927898935,0.009349859856366938
UNH,0.07060266154021955,-0.06418469415958028
UNP,0.06679906469904517,-0.039509047979525036
UPS,0.06824112811115401,-0.07526719993095377
URI,0.059831836982811804,-0.04871680644778986
USB,0.0605852586561022,-0.013737370789400627
V,0.06609272272248334,-0.07784728241675087
VLO,0.06156699108223229,-0.15280559578939146
VMC,0.04798501482521922,-0.02641489999652502
VRSK,0.04863273580378502,-0.007949011704180498
VRSN,0.05639783422822198,-0.059322567444740404
VRTX,0.05759161677983626,-0.14144991377770233
VTR,0.08845390173558665,-0.05312953283020305
VTRS,0.05350003542766413,-0.09035002725865704
VZ,0.06277160680433824,-0.019543381068273913
WAB,0.05752776216993105,-0.10550232214010857
WAT,0.06815904170445874,0.009856718693028288
WBA,0.06324481256758696,-0.026502041417764133
WBD,0.06215569493470163,-0.04302288969124701
WDC,0.060425011023477526,-0.05529345972645583
WEC,0.06781178328792192,-0.0873477136900167
WELL,0.07947452057290061,-0.042644387180193366
WFC,0.07940761024864906,-0.042830614674786105
WM,0.07874287049787132,-0.03958769293494968
WMB,0.06176841635500885,-0.18591579529941238
WMT,0.06479515867333363,-0.041886242240953386
WRB,0.08403041614318918,-0.009602505840254016
WST,0.06020313469197569,0.020568678009370234
WTW,0.053367158919704116,-0.01684085023828885
WY,0.07231309449673384,-0.03980788417336556
WYNN,0.06221006096692694,-0.07100291412043758
XEL,0.08371542837579682,-0.055418507703554276
XOM,0.051535967937750615,-0.04423964522379453
XYL,0.044583555750582926,-0.02421749308615051
YUM,0.06008299971725983,-0.058364471095256665
ZBH,0.04438723797376776,-0.05592135521127228
ZBRA,0.06213704137179743,-0.02341386363566711
